what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772004654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772006718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772007273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772030643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772044300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772112611
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772127594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772162911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772228820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390772269756
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772271865
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772273699
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772275887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1390772324900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390772327989
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1390772328875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772337712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772349448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772350548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772413567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772414016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772414446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772414824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772415178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1390772415572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390772423089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1390772468805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390772469576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390772470786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390772687632
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1390772694762
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1390772696607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390772754683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772757408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772758811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772759862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772790454
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772803157
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772814848
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772816662
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772818458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772830383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772832739
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772834302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772851957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390772934035
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772971057
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772979650
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772986673
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390772989696
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773018244
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773023823
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773026976
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390773031242
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773031529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390773071958
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390773074008
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773074278
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390773081151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773082059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773083703
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773084965
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390773140158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773144269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773150173
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773150633
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773150786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773215570
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773215725
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1390773220610
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1390773222626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773288787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773374573
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773389565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390773523076
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390773543185
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773543441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773669902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773697234
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390773730299
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390773752655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773755334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773763308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773764052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773787755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773957508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773972296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773973304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773974678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390773978739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774012626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390774232995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390774234802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774286970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774290005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390774430551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390774490126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774494604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774494681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774494963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774496992
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390774497476
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390774497761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774497799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774500168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774500550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774501651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774502308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774553400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774554214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774663949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774982121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390774982332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775001415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775046505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775069985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775092919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775096111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775102719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775134389
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390775139001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775179134
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1390775229537
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1390775229663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775238178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775450565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775450642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775501307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775501445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775510898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775510999
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1390775516616
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1390775516812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390775521214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775526056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775538101
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390775543929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775548879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775568999
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1390775569024
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390775571627
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390775615373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775618465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775621763
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390775622363
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390775622608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775660665
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1390775660702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775661495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775661855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775676868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775676990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775699884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775700022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775707880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390775708027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775710415
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390775712371
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390775712636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1390775716952
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1390775720301
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1390775720564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390775732267
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.indent",1390775738835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1390775739274
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.indent",1390775739470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390775746211
